Fecha,Unidades de medida,Caja y bancos,Total activo,Total pasivo,Total patrimonio,Ventas,Costo de ventas,Utilidad bruta,Utilidad operacional,Utilidad antes de impuestos,Utilidad neta
2019,Millones de pesos colombianos,"7,075,758 ","135,448,018 ","75,103,896 ","60,344,122 ","70,846,769 ","-44,957,508","25,889,261 ","20,415,132 ","19,098,912 ","14,502,499 "
